,words,attribution
117,began,0.0005980194702921329
92,on,0.0005847499167490426
645,set,0.0005846844748296093
328,place,0.0005761223536673907
592,odd,0.0005704852646843375
85,##val,0.0005689072271761041
409,ref,0.0005632928695707999
7,fact,0.0005508407286822324
81,detroit,0.0005489725538076759
55,detroit,0.0005489725538076759
716,states,0.0005339872301814982
195,',0.0005326931032752334
194,',0.0005326931032752334
179,',0.0005326931032752334
542,brooklyn,0.0005222814136519347
314,dar,0.0005120619890378693
302,months,0.0005116965116212452
12,administration,0.0005078362916296799
610,##b,0.0005067010522580432
586,##b,0.0005067010522580432
397,went,0.0005042307932601837
156,on,0.00047938649206030607
781,central,0.00047308118132283487
161,united,0.00047085961522844654
634,sweat,0.00046844825143795563
695,ha,0.00046241382288013605
540,manhattan,0.00045283006635427617
74,ron,0.000449479411774942
352,##ph,0.00044633428824623255
17,medal,0.000438643670034385
597,l,0.0004333755495770705
578,l,0.0004333755495770705
472,training,0.00042903690030683645
730,status,0.0004264156789200627
325,perhaps,0.00040768993545414154
499,see,0.00040382423416654477
648,dmitry,0.00039984046818002523
711,final,0.00038840200094406615
280,ad,0.0003733938061537321
1,leading,0.0003676510830834728
3,of,0.00036715885812059305
28,of,0.00036715885812059305
13,of,0.00036715885812059305
35,of,0.00036715885812059305
126,hiring,0.0003640089050121726
146,hiring,0.0003640089050121726
34,part,0.000361497391396764
571,three,0.00036109329955894416
481,##a,0.00035318680567633236
418,futures,0.0003486291543852755
4,congress,0.0003444579226801415
443,is,0.0003390953958468444
450,is,0.0003390953958468444
56,:,0.00033620726249570506
297,now,0.0003316908225468155
723,russia,0.0003194275530573472
746,europe,0.00031237309710073675
692,florida,0.0003117147672420841
327,one,0.0003094877936378256
65,and,0.0003068025524650725
104,and,0.0003068025524650725
715,united,0.00030239704640892096
687,carolina,0.00028460224225957477
457,the,0.0002818709323614351
467,the,0.0002818709323614351
437,the,0.0002818709323614351
442,poor,0.00027731219394175067
75,carter,0.00024880016533511
369,but,0.0002457224035945962
765,new,0.00024475199702503987
108,warner,0.0002388797549864775
782,europe,0.00023372171180644126
547,down,0.00023270574141660995
690,martinez,0.00023250110884210018
19,ensure,0.00022761942287403145
616,premium,0.00022727801394297248
483,mostly,0.0002187803588950678
66,tomorrow,0.0002166265714987223
524,which,0.00021627846862442014
394,from,0.0002020156976415692
660,based,0.0002001735863752758
204,wearing,0.00019966511135065832
390,exchange,0.00019914788265689673
47,chin,0.00019881984338659568
510,build,0.00019776895727192522
543,row,0.00019584465201799765
772,britain,0.00019138767895371408
111,former,0.00018835921141900806
662,california,0.0001825800138006928
628,na,0.00018202379840444568
95,of,0.00017919000155196352
80,of,0.00017919000155196352
398,to,0.0001766944893791048
732,welcome,0.00017262150462789985
199,well,0.00017188004545939275
517,outside,0.00017117192560311314
473,for,0.00016543152867683295
505,for,0.00016543152867683295
212,on,0.0001602124997912477
219,on,0.0001602124997912477
336,handle,0.0001557126137592038
230,series,0.0001527101212232985
380,two,0.00015134016333050214
51,##b,0.00015113513599277642
70,##b,0.00015113513599277642
722,and,0.00015095020865593705
744,and,0.00015095020865593705
739,and,0.00015095020865593705
643,two,0.00014802924594479268
337,such,0.00014610942137696875
729,nuclear,0.00013486257832489603
725,accept,0.0001314789690827413
520,army,0.00012134668433590819
446,russia,0.00012090345311583013
538,used,0.00011069243839630986
233,now,0.0001058017027391994
476,##er,0.00010256205835489826
310,nations,9.053498827802933e-05
332,mediterranean,8.90925098198594e-05
720,with,7.177160439922827e-05
61,l,6.979623768218289e-05
44,l,6.979623768218289e-05
269,and,6.793020557421449e-05
267,and,6.793020557421449e-05
377,ban,5.9381489528033946e-05
714,the,5.4509320176642465e-05
572,days,5.0137398585371615e-05
170,end,4.970478765368012e-05
242,a,4.827428424255688e-05
494,fall,4.677452855596005e-05
749,those,4.241073272832677e-05
349,resort,3.809376521798896e-05
145,campaign,3.725592919766014e-05
124,campaign,3.725592919766014e-05
488,some,3.2683777974246865e-05
77,this,3.253628817006521e-05
395,hs,3.185668875053378e-05
718,forge,3.1790588172818236e-05
490,-,3.079350124269119e-05
556,portland,3.0546238678158375e-05
415,largest,2.338126903336904e-05
121,potential,2.25602795599315e-05
151,fund,2.132060989556168e-05
116,",",3.9429818678369615e-06
134,",",3.9429818678369615e-06
109,",",3.9429818678369615e-06
131,",",3.9429818678369615e-06
392,a,3.9423267816602105e-06
158,",",-1.8893360976966459e-06
181,",",-1.8893360976966459e-06
176,",",-1.8893360976966459e-06
381,weeks,-7.496719047308258e-06
382,ago,-8.663596924184769e-06
406,chief,-1.0664410485718277e-05
391,and,-1.6360248112806172e-05
417,and,-1.6360248112806172e-05
389,stock,-2.2152975256823427e-05
609,rr,-2.454738101782072e-05
585,rr,-2.454738101782072e-05
678,john,-3.083566556381113e-05
676,including,-3.1866390223768245e-05
681,arizona,-3.340596871847184e-05
408,of,-3.578983900765119e-05
413,of,-3.578983900765119e-05
386,of,-3.578983900765119e-05
513,force,-4.3834772876349116e-05
665,thursday,-5.053483316950598e-05
113,governor,-5.095657905004241e-05
642,a,-5.372335436760717e-05
482,consisted,-5.3937754675969525e-05
54,*,-7.865008898223232e-05
119,for,-8.112461624012184e-05
125,by,-8.178852047085996e-05
103,",",-8.851036806055914e-05
90,",",-8.851036806055914e-05
99,",",-8.851036806055914e-05
583,roberts,-0.0001008006652591046
683,lindsey,-0.0001017364163336753
364,",",-0.00010285452357593555
359,",",-0.00010285452357593555
118,preparing,-0.00010438761183883531
198,goes,-0.00010509568366919787
48,##en,-0.00010814027781546049
225,open,-0.0001158026020118928
168,union,-0.00011714791649349229
334,equipped,-0.00012008464911626117
668,republican,-0.00012395523880208103
553,from,-0.00012424667936294985
441,and,-0.00013076583944475855
407,executive,-0.00014266667035637792
650,##rs,-0.00014553330612708222
537,##tone,-0.00014701421413819378
69,rr,-0.00014834002252809005
50,rr,-0.00014834002252809005
137,addition,-0.0001550716880395778
220,june,-0.00016192667580621362
657,has,-0.00016381107764215454
258,;,-0.00016428609590413062
603,and,-0.00016437055536822713
588,and,-0.00016437055536822713
487,and,-0.000164669278491858
188,##woman,-0.00017384838638564678
160,##9,-0.0001837795575894782
753,richest,-0.00018768702210582937
240,playing,-0.0001881196256374466
448,though,-0.00019103773472659198
346,the,-0.00019306421971631814
326,the,-0.00019306421971631814
317,the,-0.00019306421971631814
330,the,-0.00019306421971631814
0,some,-0.0001938578096110928
351,pa,-0.00019796982302120025
582,julia,-0.00020311350961574074
694,chuck,-0.00020438382550771252
175,candidate,-0.00021158157508993465
421,",",-0.00021280946580088989
383,",",-0.00021280946580088989
404,",",-0.00021280946580088989
411,",",-0.00021280946580088989
497,",",-0.0002157173942908148
521,",",-0.0002157173942908148
531,",",-0.0002157173942908148
774,ireland,-0.00021860757609839962
180,connell,-0.00021876554384648856
724,",",-0.00022909987318475516
738,",",-0.00022909987318475516
731,",",-0.00022909987318475516
480,cu,-0.00023439834438318788
396,##bc,-0.00024214813164371665
627,david,-0.00024433830767689495
171,##ors,-0.00025152386422856493
401,r,-0.00025317678807998807
356,lew,-0.00026409745290958205
624,3,-0.0002680766895660418
459,states,-0.00026890161011901113
196,if,-0.0002799390784360172
550,river,-0.0002855869220420982
251,by,-0.00028815281418037927
455,as,-0.0002924559013095013
453,as,-0.0002924559013095013
600,with,-0.0002962038508076399
581,with,-0.0002962038508076399
502,as,-0.0002965274320290533
22,effort,-0.0002983121067047271
268,taiwan,-0.00030046879963113764
263,percent,-0.0003043649347985757
274,percent,-0.0003043649347985757
745,active,-0.0003046678453285472
52,-,-0.0003072971546393406
71,-,-0.0003072971546393406
49,-,-0.0003072971546393406
68,-,-0.0003072971546393406
63,-,-0.0003072971546393406
43,-,-0.0003072971546393406
46,-,-0.0003072971546393406
60,-,-0.0003072971546393406
112,democratic,-0.00031937688304384986
673,bill,-0.00032059411261008185
686,south,-0.0003303938756713804
630,##and,-0.0003312954352861235
133,armstrong,-0.00033553321577093096
479,in,-0.00033837027400274633
495,in,-0.00033837027400274633
527,in,-0.00033837027400274633
768,japan,-0.0003440429455813052
439,between,-0.0003465372203927423
164,east,-0.0003466810350752285
237,lebanon,-0.00035387016770654613
98,jackson,-0.00036183314607442647
534,the,-0.0003639811539312139
500,the,-0.0003639811539312139
518,the,-0.0003639811539312139
474,the,-0.0003639811539312139
528,the,-0.0003639811539312139
737,japan,-0.00037111666786071
629,##lb,-0.00037156777188961066
525,took,-0.0003744716634855336
67,night,-0.0003823989347685663
705,bring,-0.0003885422640667743
174,republican,-0.00039104314940143625
640,recover,-0.00039402529429666673
641,from,-0.00041686073114201755
385,chairman,-0.0004265470133764835
213,may,-0.0004279604438062919
169,to,-0.0004284104125708969
544,houses,-0.0004315333682709831
157,tuesday,-0.0004369984487912819
53,\,-0.00044167347004273587
172,##e,-0.0004454371582977538
76,leads,-0.0004504802999472157
684,graham,-0.0004560401697649984
598,##rb,-0.00045718641069322926
579,##rb,-0.00045718641069322926
532,while,-0.0004590340596603977
471,while,-0.0004590340596603977
399,visit,-0.00046304823143976696
393,banker,-0.0004818193291773112
162,healthcare,-0.0004821219357407022
400,phillip,-0.0004872682226761746
191,former,-0.000491629547013999
186,former,-0.000491629547013999
321,late,-0.0005050235138951964
262,60,-0.0005211672104073758
115,virginia,-0.0005252593650631427
159,119,-0.0005406305836165256
759,states,-0.0005489559443916572
426,the,-0.0005603427742765237
414,the,-0.0005603427742765237
387,the,-0.0005603427742765237
405,the,-0.0005603427742765237
384,the,-0.0005603427742765237
661,in,-0.0005615088752206055
622,no,-0.000577893405644546
551,by,-0.0005831829286210886
548,the,-0.0005939224344442508
535,the,-0.0005939224344442508
200,",",-0.0006070744702411499
215,",",-0.0006070744702411499
770,france,-0.0006104701718112959
632,had,-0.000614646517554076
315,##fur,-0.0006234631226502113
178,o,-0.0006280589665872333
696,##gel,-0.00062820728977211
451,still,-0.000635908055186445
675,-,-0.0006468651493285064
700,-,-0.0006468651493285064
699,-,-0.0006468651493285064
674,-,-0.0006468651493285064
303,later,-0.0006506302600448946
388,philadelphia,-0.0006550385056571034
712,vote,-0.0006553686695207092
57,motor,-0.0006566410715936568
422,at,-0.0006607090439059684
456,in,-0.0006719613535136436
445,in,-0.0006719613535136436
602,lane,-0.00067312833266872
62,##rb,-0.0006796600621926897
45,##rb,-0.0006796600621926897
11,bush,-0.0006796947154957752
440,rich,-0.0006813375044203928
655,",",-0.0006904517770449921
208,22,-0.0006955394196729961
509,to,-0.0006981083468815289
515,to,-0.0006981083468815289
493,to,-0.0006981083468815289
18,to,-0.0006981324213456535
23,to,-0.0006981324213456535
197,all,-0.0007052594906326978
20,that,-0.000716631640478839
496,formation,-0.0007265310520440088
64,tonight,-0.0007316191279428081
486,march,-0.0007397050503441598
189,and,-0.0007452488553100113
185,and,-0.0007452488553100113
333,best,-0.000751067672056404
545,was,-0.0007565590003187046
691,of,-0.0007615628286456706
685,of,-0.0007615628286456706
680,of,-0.0007615628286456706
697,of,-0.0007615628286456706
670,of,-0.0007615628286456706
492,orders,-0.0007707441610552116
708,measure,-0.0007891288828356232
763,australia,-0.0007916609246218882
365,cut,-0.0007950285351672056
541,and,-0.0008043517690174599
573,of,-0.0008052650520562725
615,of,-0.0008052650520562725
748,in,-0.0008070036574860532
454,extreme,-0.0008073143930103641
221,1,-0.000807425915438286
93,the,-0.000815659703296154
72,the,-0.000815659703296154
312,force,-0.0008164563415424174
248,iraq,-0.0008181780555610402
329,in,-0.0008185301926536532
357,##ull,-0.000826004788726361
631,##ian,-0.0008376641473683346
259,china,-0.0008393314987938183
206,no,-0.0008468779009156487
704,to,-0.0008778809491533663
709,to,-0.0008778809491533663
601,nathan,-0.0008799340056798833
719,partnerships,-0.0008805409325623552
144,presidential,-0.0008847518365200686
123,presidential,-0.0008847518365200686
372,well,-0.000886761278154944
761,canada,-0.000889653683543611
110,the,-0.0008952765589393606
139,the,-0.0008952765589393606
698,nebraska,-0.0009091699803282254
37,larger,-0.0009118879098556829
358,##is,-0.0009170448313595657
323,summit,-0.0009192320924580404
264,of,-0.0009254051557843219
478,##ts,-0.0009302293568123102
184,clerk,-0.0009377709670960313
107,mark,-0.0009438994465634373
436,that,-0.0009450052382306623
217,in,-0.0009564193570879284
210,in,-0.0009564193570879284
752,the,-0.0009933829515784251
776,the,-0.0009933829515784251
757,the,-0.0009933829515784251
211,toronto,-0.0009938954219080522
209,uniform,-0.0010001716696164552
612,",",-0.001004517304227607
567,",",-0.001004517304227607
526,part,-0.0010195749158572937
780,and,-0.0010234767693711054
775,and,-0.0010234767693711054
638,usual,-0.0010243375477992035
428,financial,-0.001057989604094441
41,campaign,-0.0010587306863888198
644,-,-0.0010829861232537845
625,-,-0.0010829861232537845
512,parallel,-0.0010849971403683498
435,says,-0.0010899921493040742
97,##t,-0.0010937018480957892
152,-,-0.0010985389688150193
756,including,-0.001100910264158346
177,maureen,-0.001111274474886528
243,bit,-0.0011225214806084407
241,out,-0.001122567176517429
546,floated,-0.0011455232402704538
679,mccain,-0.0011461697410257794
726,india,-0.0011776383829958461
733,a,-0.00119054742833837
741,a,-0.00119054742833837
366,to,-0.0012382031507636776
216,or,-0.0012483533946403608
460,",",-0.0012664532271443566
447,",",-0.0012664532271443566
689,mel,-0.00128105620960492
702,the,-0.0012837117187344124
671,the,-0.0012837117187344124
667,the,-0.0012837117187344124
706,the,-0.0012837117187344124
626,seeded,-0.0012846335190623036
604,matthew,-0.001295117715962185
141,first,-0.0013159082645539835
653,of,-0.0013336825149953232
766,zealand,-0.0013457545034993071
740,encourage,-0.0013491920071716215
647,against,-0.0013662609141842936
539,in,-0.0013664083418902604
555,in,-0.0013664083418902604
717,would,-0.0013740637997801193
485,a,-0.0013998899606662886
503,a,-0.0013998899606662886
511,a,-0.0013998899606662886
666,",",-0.001409979037560541
682,",",-0.001409979037560541
688,",",-0.001409979037560541
465,measure,-0.001437076105549509
424,offices,-0.0014505947400498096
298,",",-0.0014579739916868704
304,",",-0.0014579739916868704
345,-,-0.0014748739894755822
344,-,-0.0014748739894755822
254,market,-0.001540346041145842
558,for,-0.001540680112195002
226,a,-0.0015647610212353412
420,firms,-0.0015868126095732935
403,bennett,-0.001589122139507858
701,supported,-0.0016093253704531798
677,senators,-0.0016131340194975687
89,legacy,-0.001620018542092996
343,encounters,-0.0016559459830195581
284,26,-0.0016590966209570842
232,for,-0.0017250456419063307
94,music,-0.0017449896738871
656,who,-0.0017734024009984882
100,kenny,-0.0017784213835449435
412,one,-0.0018311223852680116
658,long,-0.0018329913028328176
778,of,-0.0018373323770157397
138,to,-0.0018401255118471454
693,and,-0.0018593301780372548
375,o,-0.0018618509078649295
244,like,-0.0018681837992744082
786,percent,-0.0019224515630086203
273,2,-0.0019727799577194324
762,",",-0.0020037320196140476
767,",",-0.0020037320196140476
760,",",-0.0020037320196140476
755,",",-0.0020037320196140476
769,",",-0.0020037320196140476
771,",",-0.0020037320196140476
751,",",-0.0020037320196140476
764,",",-0.0020037320196140476
773,",",-0.0020037320196140476
239,is,-0.002019365295587285
190,a,-0.0020300217023316814
182,a,-0.0020300217023316814
373,by,-0.0020350809346203007
355,gabe,-0.0020467160557102984
295,states,-0.0020676570611846876
646,deficit,-0.0021004749728536034
533,using,-0.002119345057542347
150,and,-0.002121431053256649
203,be,-0.002146460119887473
784,near,-0.002174717495354713
165,became,-0.002259601019368339
78,conceptual,-0.002327356512764895
283,among,-0.002328150050152145
287,best,-0.0023521594293362553
229,game,-0.0023588887577353124
290,',-0.002390079413949894
285,',-0.002390079413949894
289,',-0.002390079413949894
286,',-0.002390079413949894
101,burr,-0.0024100158028821208
508,chavez,-0.002433411249339137
431,lower,-0.002440973865379
306,is,-0.0024561220952389576
734,more,-0.002468065234595165
742,more,-0.002468065234595165
466,by,-0.002475037293806507
308,no,-0.002477092874852503
276,fis,-0.0025144059540857786
785,100,-0.002516229878553991
247,s,-0.002543968423499542
236,s,-0.002543968423499542
270,south,-0.002563968977776159
261,about,-0.0025661850926609474
272,about,-0.0025661850926609474
202,could,-0.0025734522871249644
59,jazz,-0.002573850319214021
88,jazz,-0.002573850319214021
130,pioneer,-0.0025811934819381143
246,',-0.002684081364485929
235,',-0.002684081364485929
614,sale,-0.002707294802834722
249,adventure,-0.0027195978602060807
238,adventure,-0.0027195978602060807
429,center,-0.002737342945682611
566,hits,-0.0027523415444755056
549,connecticut,-0.0027668908711680888
758,united,-0.0028248172441507485
277,##ke,-0.002846589108434954
307,still,-0.0028591680677120144
79,study,-0.002926120141980934
292,in,-0.002984394257139871
376,`,-0.0029965965406542386
279,rates,-0.0030613811421395278
363,wing,-0.003065542931987953
368,basket,-0.0031656251864170624
360,on,-0.003311385328388776
370,was,-0.003329142506933653
331,eastern,-0.0034096279284869116
301,six,-0.0034117846350552425
552,schooner,-0.0036133358111337843
620,to,-0.003629933014416318
227,three,-0.003829755076021658
288,buy,-0.0038571613174008907
294,united,-0.0038723332715744512
253,",",-0.00393103135872882
222,when,-0.004102954768797086
313,in,-0.004108519880652508
338,potentially,-0.004118237882150982
468,world,-0.0041913142596965896
378,##non,-0.0044719282208835415
223,the,-0.004543484360414064
105,barry,-0.004567386267837647
672,senate,-0.004756970031379859
560,season,-0.004939965184963695
425,in,-0.005180560855390213
430,in,-0.005180560855390213
635,even,-0.005283570088186434
427,world,-0.005371813458254908
140,usual,-0.005594441984790459
245,america,-0.006341799090219748
621,a,-0.006387435044329485
484,of,-0.0065176775961251114
523,of,-0.0065176775961251114
106,harris,-0.006966465634720286
463,a,-0.007217200460285586
461,according,-0.00732643879119001
167,latest,-0.008797621206876676
87,##d,-0.008871431419238185
727,',-0.008915340666184013
266,total,-0.009344183904442973
250,.,-0.009959930796996381
636,more,-0.010342147228558316
342,##l,-0.01034430212152649
155,.,-0.010397647120185923
787,.,-0.01045356730387035
379,.,-0.010688987473680626
316,.,-0.011133826075954657
713,.,-0.011310295950271772
30,would,-0.01148891076709762
296,.,-0.011842623697343777
557,.,-0.011887328496702654
275,.,-0.012228019705858824
728,s,-0.012289243626672568
470,.,-0.012472167657073128
42,.,-0.012898157528831096
590,',-0.013334625724014497
575,',-0.013334625724014497
594,',-0.013334625724014497
589,',-0.013334625724014497
576,',-0.013334625724014497
569,',-0.013334625724014497
570,',-0.013334625724014497
561,',-0.013334625724014497
595,',-0.013334625724014497
354,.,-0.013658813551456744
362,right,-0.013911219870593801
747,.,-0.014145702109961845
299,more,-0.014835074758128532
82,',-0.016463331527318457
562,s,-0.01683405565492067
637,than,-0.017112637228767612
462,to,-0.01740310218729529
31,be,-0.022140394150910667
293,the,-0.023502901428329153
83,s,-0.02354075037465236
228,-,-0.024618559847904443
173,the,-0.029181180485555208
166,the,-0.029181180485555208
300,than,-0.030888991855540043
361,the,-0.036506087857747484
367,the,-0.036506087857747484
265,the,-0.04314084516854676
