,words,attribution
438,.,0.0008110118565746228
468,.,0.0008110118565746228
816,press,0.0008060761123746275
240,wife,0.0008049896144873223
34,##burn,0.0008024255800993433
385,##id,0.0007814840053096642
671,alex,0.0007663705763156601
215,;,0.0007646553807808937
227,;,0.0007646553807808937
189,;,0.0007646553807808937
802,thing,0.0007519220389157725
170,he,0.0007516223961448784
91,',0.0007449523628531652
92,',0.0007449523628531652
61,',0.0007449523628531652
69,',0.0007449523628531652
70,',0.0007449523628531652
281,##ula,0.0007388407304272128
420,political,0.0007358601428555447
293,yoko,0.0007317509538413843
660,by,0.0007178690344958928
684,a,0.0007141658511079193
160,a,0.0007130624834001521
606,crisis,0.000676024474673383
63,stand,0.0006758457920423703
449,and,0.0006735827568142303
561,to,0.0006683078363315202
375,aaron,0.0006401241216510438
515,a,0.0006308813104185402
518,a,0.0006308813104185402
483,a,0.0006308813104185402
744,chicago,0.0006282006092605415
770,hu,0.0006273338318642572
800,a,0.0006214154301505135
445,sharply,0.0006190721883189104
725,.,0.0006124173763621671
716,.,0.0006124173763621671
99,lot,0.0006112607258884795
128,down,0.0005979119530149154
179,the,0.000586201892568374
175,the,0.000586201892568374
442,released,0.0005755415937881117
174,t,0.0005683309906726354
65,continuing,0.0005670530492166198
729,names,0.0005649878429774822
66,to,0.0005570605187765852
730,with,0.0005516744571925664
454,hold,0.0005385427481512138
315,five,0.0005333340595926019
715,mr,0.0005321017843837463
736,##back,0.0005229210441164388
640,westphalia,0.0005179227660003082
187,a,0.0005099278987487392
745,businessman,0.0004964804534838476
771,##ck,0.0004946511470187977
766,former,0.0004873693295117158
746,former,0.0004873693295117158
759,former,0.0004873693295117158
334,united,0.0004866220894805609
319,united,0.0004866220894805609
790,-,0.0004851799403726364
429,dominant,0.00047931417985051556
738,kansas,0.0004771008005120694
20,family,0.0004767015921410238
591,con,0.00047339100340058204
186,enjoyed,0.00047060512357120657
485,american,0.00046935057248062074
144,separated,0.00045530538569026936
500,from,0.0004552994389488164
414,tal,0.000441064081392303
542,before,0.0004403473852808875
198,##uram,0.00044025019720129435
492,salvador,0.0004393010317339461
226,32,0.0004343963914454018
530,with,0.00043205108621568826
220,fabio,0.00042989960395799584
849,and,0.0004293132120135822
136,for,0.0004281148351825613
268,mark,0.0004222548456137849
600,",",0.00041975572905994686
594,",",0.00041975572905994686
613,",",0.00041975572905994686
181,##cie,0.00041946296801620366
475,mo,0.0004159743154587676
217,',0.00040934909449926625
230,',0.00040934909449926625
173,',0.00040934909449926625
193,',0.00040934909449926625
522,gilmore,0.000405699798945633
845,across,0.0004047282802074279
854,red,0.00040108080876006456
177,member,0.0003975493950453507
752,virginia,0.0003970031165072885
166,wait,0.0003965300560526608
696,will,0.00039598582960689713
180,an,0.0003867640980579499
390,norton,0.00038410091136600763
57,and,0.00038244793044111397
321,this,0.0003805155623555536
592,##ting,0.0003667573248089984
441,",",0.0003660472623597222
417,",",0.0003660472623597222
689,rule,0.00036191651571738627
280,ge,0.0003617643471404012
306,its,0.0003602123562626137
207,33,0.0003594439284050941
484,former,0.0003581650140772533
773,##e,0.0003523452310233476
702,and,0.000335862500845628
693,and,0.000335862500845628
4,bill,0.00033264614467881523
739,john,0.00032063164307572276
389,and,0.00031367162607646374
357,and,0.00031367162607646374
205,##le,0.0003049291810933514
204,##le,0.0003049291810933514
735,brown,0.0003034752070028067
60,n,0.00029524487438016713
590,every,0.0002849195012020205
489,up,0.00027475019351347834
476,##uli,0.00026810894408544234
22,relocating,0.00026769807138141274
481,##a,0.0002668021094977227
654,in,0.0002611736603710308
636,in,0.0002611736603710308
634,in,0.0002611736603710308
601,project,0.0002585457046494817
469,barely,0.0002580595614615641
470,four,0.0002573195937503461
811,iraq,0.00025611687525124857
520,phenomenon,0.0002506371610374243
13,university,0.0002490744076589041
40,##pes,0.00024402160395358186
517,than,0.0002407153323605517
30,##uso,0.00023079275723327593
188,renaissance,0.00022896321670380477
290,l,0.0002192980152337918
265,l,0.0002192980152337918
277,l,0.0002192980152337918
843,could,0.00021588742543524273
855,wings,0.00021242362982544765
756,hunter,0.00020577386442346596
587,to,0.0002032612140683098
524,##ual,0.00020228838732882056
523,context,0.0002006065219394634
853,detroit,0.00019978854639100333
831,detroit,0.00019978854639100333
176,only,0.00019449284040714895
209,and,0.00019303149498801304
228,and,0.00019303149498801304
539,nearly,0.0001861450506367728
679,her,0.00017392247154317546
673,her,0.00017392247154317546
668,her,0.00017392247154317546
480,##nig,0.00017078842470508483
701,borders,0.00016787980992276125
366,##a,0.00015893111346365865
355,##a,0.00015893111346365865
190,so,0.00015883453412877303
307,new,0.0001382788950944984
599,jones,0.00013722425528732714
159,for,0.00013223089719291997
305,by,0.000131226089039794
216,italy,0.00013079301330820158
806,reduce,0.00012717481846336964
497,daily,0.00012626823820229658
493,and,0.00012359911771973642
565,her,0.00011820698198059554
531,her,0.00011820698198059554
554,",",0.00011725666636529319
734,sam,0.00011644285278166617
381,of,0.00011417088218425295
353,of,0.00011417088218425295
394,of,0.00011417088218425295
362,of,0.00011417088218425295
79,baghdad,0.00011343043348048205
131,as,0.00011163272875305834
544,miller,0.00011057984681386529
35,##e,0.00010136841596215995
589,of,9.958243607705853e-05
616,of,9.958243607705853e-05
603,of,9.958243607705853e-05
241,of,9.14287132546551e-05
731,faces,8.889630350525618e-05
507,##if,8.305765553780396e-05
149,and,8.169026924323918e-05
32,laurence,7.794821112100798e-05
488,grew,7.113590065723025e-05
44,##ce,6.603342259302353e-05
593,##ency,6.170333878733648e-05
368,",",5.93719373234894e-05
397,",",5.93719373234894e-05
350,",",5.93719373234894e-05
408,",",5.93719373234894e-05
378,",",5.93719373234894e-05
801,good,5.764425632076006e-05
695,bill,5.60134802465058e-05
690,of,4.957421908879452e-05
833,officers,4.769279200534614e-05
830,few,4.24117813449631e-05
348,elizabeth,3.533132780732791e-05
365,fl,2.036720860354239e-05
311,sanchez,1.91425702846473e-05
486,soldier,1.4486255473085134e-05
537,would,1.256042021221801e-05
545,would,1.256042021221801e-05
582,us,8.793175000065251e-06
352,daughter,-3.047789723223199e-06
687,on,-4.2386792383526055e-06
705,on,-4.2386792383526055e-06
157,to,-9.579575404785105e-06
165,to,-9.579575404785105e-06
568,like,-1.0710135839851694e-05
94,was,-1.3417873745673167e-05
692,",",-1.473563659929274e-05
712,",",-1.473563659929274e-05
76,##ir,-2.6122755629389475e-05
697,help,-3.035011165027972e-05
425,governing,-3.1120944610409424e-05
610,office,-3.2911518535198616e-05
436,elder,-3.493608603947684e-05
415,##aba,-3.71988507110749e-05
740,h,-4.8895305120830916e-05
431,##ite,-5.388780978406414e-05
298,mexico,-5.405750576595144e-05
178,of,-5.407031911628243e-05
221,can,-5.5245253591988145e-05
360,craig,-5.5651802473189684e-05
472,after,-5.6922317378396786e-05
363,amelia,-5.893444052304312e-05
295,rr,-6.280117224516436e-05
283,rr,-6.280117224516436e-05
270,rr,-6.280117224516436e-05
538,be,-6.551439351574703e-05
553,salesman,-6.677190898349739e-05
316,games,-7.076662737139631e-05
764,of,-7.845344883460023e-05
737,of,-7.845344883460023e-05
751,of,-7.845344883460023e-05
774,of,-7.845344883460023e-05
780,of,-7.845344883460023e-05
757,of,-7.845344883460023e-05
788,of,-7.845344883460023e-05
224,##o,-8.249583556320805e-05
202,claude,-8.418250129051087e-05
24,cleveland,-8.849830894322115e-05
749,jim,-9.238949422235533e-05
866,louis,-0.00010569198007535449
258,##ir,-0.00010612750620101361
479,zu,-0.00011518604736101701
340,in,-0.00011539669197266034
317,in,-0.00011539669197266034
324,in,-0.00011539669197266034
145,from,-0.0001161614305200278
685,nation,-0.0001198396074048049
471,years,-0.00012101919104452069
699,protect,-0.00012259649571406638
586,tried,-0.00012530838269286947
698,us,-0.0001254776846898087
556,still,-0.00012672498552279804
419,kurdish,-0.0001284816650374145
787,##do,-0.00012859942225446343
364,island,-0.0001307482164427047
412,ja,-0.00013206268518947857
772,##abe,-0.0001356474854262118
333,the,-0.00013596008142197037
318,the,-0.00013596008142197037
112,##town,-0.00013714452257831475
342,",",-0.0001707371013549395
312,",",-0.0001707371013549395
303,",",-0.0001707371013549395
323,",",-0.0001707371013549395
309,",",-0.0001707371013549395
376,charles,-0.0001821092482617111
304,led,-0.00018361707563856463
659,survived,-0.00018485938550052611
396,##dale,-0.00018666691818343048
862,game,-0.00019338501087675267
336,on,-0.00019356967348234277
503,in,-0.00019434601550167983
490,in,-0.00019434601550167983
519,civic,-0.00019590493453592336
118,.,-0.00019903041551809256
141,.,-0.00019903041551809256
491,el,-0.00019989890217361988
494,chicago,-0.00020518751328073897
433,headed,-0.00020631206529580153
728,match,-0.0002076990892569752
413,##lal,-0.00020961575874441774
214,30,-0.0002341908303329909
107,park,-0.00023597498507138402
864,nearby,-0.00023662186864905436
852,of,-0.00023927405165844376
828,of,-0.00023927405165844376
814,of,-0.00023927405165844376
615,one,-0.00023930326403480453
583,that,-0.00024228649167927559
130,february,-0.00024341076440520325
203,make,-0.00024384362774942383
677,alfred,-0.00025508040085411464
611,in,-0.0002565228598183783
622,in,-0.0002565228598183783
313,will,-0.00025798383442679344
38,s,-0.0002580116180505206
90,.,-0.0002607529257683054
73,.,-0.0002607529257683054
765,wisconsin,-0.0002635314917671479
762,tommy,-0.0002694775167778007
74,k,-0.00028443226358701245
416,##ni,-0.00028596450318195995
210,patrick,-0.0002903174199049931
426,partner,-0.0002907462658028036
477,##tsa,-0.00029753182847876435
322,year,-0.000299324401336635
779,paul,-0.0003065677308982451
733,senator,-0.0003124932758279626
327,next,-0.0003161366839044174
793,things,-0.0003190118822581399
120,jones,-0.000319835048964909
775,arkansas,-0.0003271955708832303
332,against,-0.00032806239270195164
455,accountable,-0.0003280652143415891
721,house,-0.00033610161225553913
80,resident,-0.00034006748334617856
723,the,-0.0003439148812786539
688,the,-0.0003439148812786539
720,the,-0.0003439148812786539
709,the,-0.0003439148812786539
103,new,-0.0003475150954985417
581,tells,-0.00034885421989710975
482,",",-0.000348875544867789
505,",",-0.000348875544867789
495,",",-0.000348875544867789
509,",",-0.000348875544867789
377,lang,-0.00036307944839675883
393,lang,-0.00036307944839675883
388,lang,-0.00036307944839675883
33,fish,-0.00036398939733615877
427,of,-0.0003666685508503908
171,is,-0.00036744623264244264
158,asia,-0.0003676645042646007
672,",",-0.0003691036973056314
678,",",-0.0003691036973056314
667,",",-0.0003691036973056314
662,",",-0.0003691036973056314
664,",",-0.0003691036973056314
382,dr,-0.0003780770421704957
302,team,-0.00037808094365235877
384,en,-0.00038391206714686064
540,25,-0.00038521968070314485
25,",",-0.0003876953869444018
580,it,-0.0003915653465030451
499,##s,-0.0003926416379047605
474,##s,-0.0003926416379047605
478,##s,-0.0003926416379047605
863,at,-0.0003933690490571267
614,and,-0.0003970482913848773
41,and,-0.0003991061381283712
691,law,-0.0004032009625587368
147,wife,-0.0004041426920689468
274,era,-0.000409942570495634
663,christopher,-0.0004163728625677077
501,his,-0.00042343498157409825
432,coalition,-0.000425126751678741
421,coalition,-0.000425126751678741
844,race,-0.00042703538344285535
184,who,-0.00042710089683932527
246,##ate,-0.00043046222749751003
430,shi,-0.00043230792946637045
792,all,-0.0004335145041704092
100,##os,-0.0004368599937218418
564,that,-0.00044795315989710105
569,that,-0.00044795315989710105
742,cox,-0.0004546057594452965
361,true,-0.0004641424952765618
356,true,-0.0004641424952765618
349,true,-0.0004641424952765618
254,his,-0.000492132130264091
239,his,-0.000492132130264091
798,would,-0.0004933013789203607
434,by,-0.0004970400516567036
619,authorities,-0.0005044908445086056
602,director,-0.0005045375473621881
718,said,-0.000509475223314684
453,commanders,-0.0005101786652064621
45,##mi,-0.0005119137487513974
562,tell,-0.0005131927328593624
639,-,-0.0005164556135808959
288,##n,-0.0005183110646237958
275,##n,-0.0005183110646237958
358,t,-0.0005241698149736691
473,marko,-0.0005290963362945729
310,hugo,-0.0005392467936655562
151,maguire,-0.0005461555006999731
163,maguire,-0.0005461555006999731
839,traffic,-0.000559552919757983
824,audience,-0.0005658911928212679
222,##na,-0.0005679700309921375
717,bush,-0.000579550152279183
502,home,-0.000584953017677079
732,:,-0.0005855653975802647
122,is,-0.0005870839185910441
487,who,-0.0005898047578122254
555,but,-0.000601022286364709
95,a,-0.0006016942515013106
3,gi,-0.0006069433420880686
12,boston,-0.0006134895497636509
409,a,-0.0006148894853310879
386,a,-0.0006148894853310879
223,##var,-0.0006162671405850777
115,official,-0.0006230518549436539
665,and,-0.0006347275408996426
676,and,-0.0006347275408996426
83,that,-0.0006382808839181831
682,america,-0.0006426391080428897
7,complete,-0.0006534122102957616
200,34,-0.0006577013035626525
373,today,-0.0006640338615818977
129,in,-0.000664668013358494
46,also,-0.0006757515820839836
604,the,-0.0006831120469465838
617,the,-0.0006831120469465838
623,southeast,-0.0006858944468020126
299,',-0.0006879871904974376
329,',-0.0006879871904974376
526,sarah,-0.0006882006130674447
557,sarah,-0.0006882006130674447
369,is,-0.0006893305192456059
5,benefits,-0.0006995756795757571
799,be,-0.0007010604972608714
840,so,-0.0007018932563360386
208,",",-0.0007065064960772533
201,",",-0.0007065064960772533
213,",",-0.0007065064960772533
206,",",-0.0007065064960772533
225,",",-0.0007065064960772533
199,",",-0.0007065064960772533
330,s,-0.0007229003650354681
300,s,-0.0007229003650354681
301,national,-0.0007290913054682146
1,used,-0.00073426268679453
411,president,-0.000739684040040281
439,ha,-0.0007515787103984782
466,ha,-0.0007515787103984782
402,the,-0.0007630693101287376
351,the,-0.0007630693101287376
354,the,-0.0007630693101287376
379,the,-0.0007630693101287376
763,thompson,-0.0007676247790296539
11,at,-0.0007700461740187859
185,has,-0.0007719450248632234
314,play,-0.0007825569942687975
28,david,-0.0007854880080397302
43,bus,-0.0007888686731208028
795,equal,-0.0007936767369602012
750,gilmore,-0.0007993833299827299
335,states,-0.0008035411951740633
320,states,-0.0008035411951740633
669,children,-0.0008178674907159442
457,who,-0.0008196824158516147
605,international,-0.0008198160893807619
48,in,-0.0008292259718004336
727,',-0.0008424526380524195
726,',-0.0008424526380524195
714,',-0.0008424526380524195
713,',-0.0008424526380524195
510,the,-0.0008495905006084321
657,she,-0.0008569803886254678
810,in,-0.0008637940103360498
391,d,-0.0008685997399536598
252,survived,-0.0008688860565777831
54,is,-0.0008733877357972308
632,square,-0.00087845093226619
150,although,-0.0008846941755595222
2,her,-0.0008852677646166835
8,her,-0.0008852677646166835
19,her,-0.0008852677646166835
191,have,-0.0009003685952852943
498,ko,-0.0009038103799210883
826,made,-0.0009097701503940728
560,hesitate,-0.0009122900746413214
326,to,-0.0009123907811123698
628,the,-0.0009140859711254331
182,##n,-0.0009339669444648083
325,addition,-0.0009411973866193945
211,vie,-0.0009418131023815269
683,is,-0.0009530858963681623
85,had,-0.0009555634066711984
75,##hid,-0.0009555892425904669
704,down,-0.0009594156619804771
635,elections,-0.001026028026790698
525,##izes,-0.0010267691547249502
827,up,-0.0010365836200184602
10,education,-0.0010696142408753403
257,ya,-0.0010831101828436883
212,##ira,-0.0011087506018194482
516,blog,-0.0011168636655435184
674,grandson,-0.0011210934803832819
629,two,-0.0011228518828268388
653,",",-0.0011475694630723363
641,",",-0.0011475694630723363
372,married,-0.0011671182085284276
666,maria,-0.0011806304628864505
598,sidney,-0.0011868668756545493
328,month,-0.0011871969319804906
743,",",-0.0012039129018769866
548,the,-0.0012515440596657884
571,the,-0.0012515440596657884
552,the,-0.0012515440596657884
0,she,-0.0012572683399079184
596,',-0.0012637331158541045
595,',-0.0012637331158541045
608,',-0.0012637331158541045
626,',-0.0012637331158541045
627,',-0.0012637331158541045
661,elisa,-0.0012714436280235552
371,be,-0.0012799887807690472
117,a,-0.0012826322769775912
123,a,-0.0012826322769775912
17,to,-0.0012897026092433214
6,to,-0.0012897026092433214
23,to,-0.0012897026092433214
440,##kim,-0.0012940933571735755
467,##kim,-0.0012940933571735755
142,newman,-0.0013090426330543716
825,was,-0.001342188926922744
172,n,-0.0013588894688227725
347,ashley,-0.001377641374834529
642,germany,-0.00137909835321998
543,arthur,-0.001380334804727205
132,assistant,-0.00138484178151546
81,who,-0.0014036995801609668
769,mike,-0.0014099653669306076
835,who,-0.0014122318014173462
820,mist,-0.0014132809230895172
563,seymour,-0.0014301647218037423
782,rep,-0.001433697879976241
753,rep,-0.001433697879976241
776,rep,-0.001433697879976241
134,of,-0.0014412145603012506
813,instead,-0.0014525189410869114
804,we,-0.0014558017015274284
547,onstage,-0.0014600412380062935
78,a,-0.0014663360748950278
15,settled,-0.0014665403390423215
755,duncan,-0.0014711968998924255
337,feb,-0.001484097498654081
121,",",-0.0014978148402892033
116,",",-0.0014978148402892033
407,##sdale,-0.0015053944201946306
308,coach,-0.0015217406768707812
126,who,-0.0015245834266345967
37,wesley,-0.0015275687993927078
250,he,-0.0015296409388576644
195,lil,-0.0015437699584064687
135,state,-0.0015603981453225994
370,to,-0.001593866988218553
374,to,-0.001593866988218553
42,steve,-0.0015965794912685613
747,gov,-0.0016022190817090453
760,gov,-0.0016022190817090453
767,gov,-0.0016022190817090453
133,secretary,-0.0016064716936814221
533,:,-0.0016424761930111935
805,could,-0.0016804929207205528
105,and,-0.0016825608798642987
719,after,-0.0016832306324770932
119,elizabeth,-0.0017377315752798621
680,brother,-0.0017571467547816142
84,she,-0.0017675758502632157
418,whose,-0.0017891903015326582
282,-,-0.0018017496760838413
297,-,-0.0018017496760838413
294,-,-0.0018017496760838413
264,-,-0.0018017496760838413
269,-,-0.0018017496760838413
272,-,-0.0018017496760838413
292,-,-0.0018017496760838413
289,-,-0.0018017496760838413
276,-,-0.0018017496760838413
279,-,-0.0018017496760838413
267,-,-0.0018017496760838413
285,-,-0.0018017496760838413
803,if,-0.0018673994066102382
154,partner,-0.0018679313252812544
21,after,-0.001891498847431878
506,cal,-0.001892965677982811
406,bark,-0.0019036230299938816
256,children,-0.0019465778316430234
452,american,-0.002043963546653706
14,and,-0.002057665207811741
101,club,-0.0020841458236844574
109,club,-0.0020841458236844574
784,tom,-0.0021221523473655872
851,family,-0.002154314146211261
829,a,-0.0021942958393409736
861,a,-0.0021942958393409736
850,a,-0.0021942958393409736
422,is,-0.002224480815564487
98,the,-0.0022314192510908444
106,the,-0.0022314192510908444
645,most,-0.0022431519785774995
648,most,-0.0022431519785774995
607,group,-0.002354615005514096
410,united,-0.0023914614148865692
140,##rasia,-0.002407742163239208
253,by,-0.002425570638762612
238,by,-0.002425570638762612
424,primary,-0.002434099334610219
124,veteran,-0.002452265409199791
343,ari,-0.002494034612959083
331,match,-0.00250205923092397
711,states,-0.0026011210929541557
708,into,-0.002636126335564354
104,york,-0.002710019544129083
96,member,-0.002714939183341129
631,will,-0.0027338298659745383
647,and,-0.0027644524275567406
573,of,-0.0028650041180586583
570,of,-0.0028650041180586583
551,of,-0.0028650041180586583
758,california,-0.002969185979671553
785,tan,-0.002975857144281016
110,in,-0.00307136541069889
102,in,-0.00307136541069889
31,",",-0.003148428027713438
36,",",-0.003148428027713438
658,is,-0.003215551262525391
778,ron,-0.003227995039559163
459,said,-0.003313304489598549
111,morris,-0.0033298602937809393
47,star,-0.0033419854496889606
93,bernie,-0.003461199045410103
251,is,-0.0034748403921480383
796,",",-0.0036050949119561452
344,##z,-0.003678895444081797
339,7,-0.0038605163273505525
859,late,-0.004083366340633042
89,days,-0.004597172872035909
620,on,-0.004603787580037555
232,goalkeeper,-0.0047281261625367775
86,been,-0.0048706667176459184
821,-,-0.0049137184151970366
16,down,-0.004913842260420016
218,s,-0.005592644516757679
194,s,-0.005592644516757679
231,s,-0.005592644516757679
88,for,-0.005598420222638678
18,raise,-0.005628755040971693
380,son,-0.006205010474518274
152,',-0.00694004805040866
169,',-0.00694004805040866
168,',-0.00694004805040866
579,',-0.007148095360739006
578,',-0.007148095360739006
535,',-0.007148095360739006
534,',-0.007148095360739006
527,',-0.007148095360739006
710,united,-0.007455205286544266
139,eu,-0.007499620091446765
153,s,-0.007763063063015035
649,heavily,-0.00841409735536831
528,s,-0.008440611629253435
808,american,-0.008508720464258901
52,.,-0.010715543448914478
428,the,-0.010729143610637544
435,the,-0.010729143610637544
447,the,-0.010729143610637544
423,the,-0.010729143610637544
513,now,-0.010746560647386324
113,.,-0.011084861675211947
681,.,-0.011673348720059392
403,rev,-0.012294132917542118
27,.,-0.012621218980120702
643,',-0.013163739059902979
812,.,-0.013205406815586464
609,s,-0.01374244342249979
644,s,-0.013756161426976218
868,.,-0.0138560224843226
512,is,-0.014692305332684416
652,state,-0.014839174811255166
460,had,-0.015964018486932182
656,.,-0.016003577027247237
97,of,-0.01661348593187918
791,l,-0.01678550401075102
807,the,-0.02503961966328039
138,and,-0.03427842594889242
